"Word","Pinyin","OtherPinyin","Level","First Translation","Other Translations"
"嗓子","sǎngzi","","7","throat","voice, CL:把[ba3]"
"喪生","sàngshēng","","7","to die","to lose one's life"
"騷動","sāodòng","","7","disturbance","uproar, to become restless, CL:陣|阵[zhen4]"
"嫂子","sǎozi","","7","(coll.) older brother's wife","sister-in-law, CL:個|个[ge4]"
"色澤","sèzé","","7","color and luster",""
"剎","shāchē","","7","to brake","Buddhist monastery, temple or shrine (abbr. for 剎多羅, Sanskrit ksetra)"
"沙拉","shālā","","7","salad (loanword)",""
"沙啞","shāyǎ","","7","hoarse","rough"
"傻瓜","shǎguā","","7","idiot","fool"
"山峰","shānfēng","","7","(mountain) peak",""
"山谷","shāngǔ","","7","valley","ravine"
"山脈","shānmài","","7","mountain range","CL:條|条[tiao2]"
"閃電","shǎndiàn","","7","lightning","CL:道[dao4]"
"閃爍","shǎnshuò","","7","flickering","twinkling, evasive, vague (of speech)"
"閃耀","shǎnyào","","7","to glint","to glitter, to sparkle, to radiate"
"擅長","shàncháng","","7","to be good at","to be expert in"
"傷口","shāngkǒu","","7","wound","cut"
"傷亡","shāngwáng","","7","casualties","injuries and deaths"
"商榷","shāngquè","","7","to discuss","to bring up various ideas for discussion"
"商討","shāngtǎo","","7","to discuss","to deliberate"
"上吊","shàngdiào","","7","to hang oneself",""
"上好","shànghǎo","","7","first-rate","top-notch"
"上進","shàngjìn","","7","to make progress","to do better, fig. ambitious to improve oneself, to move forwards"
"上空","shàngkōng","","7","overhead","in the sky"
"上路","shànglù","","7","to start on a journey","to be on one's way"
"上門","shàngmén","","7","to drop in","to visit, to lock a door, (of a shop) to close, to go and live with one's wife's family, in effect becoming a member of her family"
"上司","shàngsī","","7","boss","superior"
"上旬","shàngxún","","7","first third of a month",""
"上演","shàngyǎn","","7","to screen (a movie)","to stage (a play), a screening, a staging"
"上癮","shàngyǐn","","7","to get into a habit","to become addicted"
"上漲","shàngzhǎng","","7","to rise","to go up"
"燒香","shāoxiāng","","7","to burn incense",""
"奢侈","shēchǐ","","7","luxurious","extravagant"
"奢望","shēwàng","","7","an extravagant hope","to have excessive expectations"
"設施","shèshī","","7","facilities","installation"
"設想","shèxiǎng","","7","to imagine","to assume, to envisage, tentative plan, to have consideration for"
"射擊","shèjí","","7","to shoot","to fire (a gun)"
"射手","shèshǒu","","7","archer","shooter, marksman, (football etc) striker"
"涉及","shèjí","","7","to involve","to touch upon (a topic)"
"涉嫌","shèxián","","7","to be a suspect (in a crime)","to be suspected of"
"社論","shèlùn","","7","editorial (in a newspaper)","CL:篇[pian1]"
"社區","shèqū","","7","community",""
"攝取","shèqǔ","","7","to absorb (nutrients etc)","to assimilate, intake, to take a photograph of (a scene)"
"攝氏","shèshì","","7","Celsius","centigrade"
"攝影機","shèyǐngjī","","7","camera","movie camera"
"深奧","shēnào","","7","profound","abstruse, recondite, profoundly"
"深沉","shēnchén","","7","deep","profound, (of a person) reserved, undemonstrative, (of a voice, sound etc) deep, low-pitched"
"深度","shēndù","","7","depth","(of a speech etc) profundity, advanced stage of development"
"深厚","shēnhòu","","7","deep","profound"
"深切","shēnqiè","","7","deeply felt","heartfelt, sincere, honest"
"深造","shēnzào","","7","to pursue one's studies",""
"身段","shēnduàn","","7","a woman's physique","figure, posture on stage"
"身教","shēnjiào","","7","to teach by example",""
"身為","shēnwéi","","7","in the capacity of","as"
"身子","shēnzi","","7","body","pregnancy, health"
"伸張","shēnzhāng","","7","to uphold (e.g. justice or virtue)","to promote"
"神情","shénqíng","","7","look","expression"
"審核","shěnhé","","7","to audit","to investigate thoroughly"
"審判","shěnpàn","","7","a trial","to try sb"
"審慎","shěnshèn","","7","prudent","cautious"
"審議","shěnyì","","7","deliberation","pondering, due consideration"
"滲入","shènrù","","7","to permeate",""
"生詞","shēngcí","","7","new word (in textbook)","word that is unfamiliar or not yet studied, CL:組|组[zu3],個|个[ge4]"
"生火","shēnghuǒ","","7","to make a fire","to light a fire"
"生理","shēnglǐ","","7","physiology",""
"生平","shēngpíng","","7","life (a person's whole life)","in one's entire life"
"生前","shēngqián","","7","(of a deceased) during one's life","while living"
"生人","shēngrén","","7","stranger","living person, to give birth, to be born (in a certain time or place)"
"生死","shēngsǐ","","7","life or death",""
"生態","shēngtài","","7","ecology",""
"生物","shēngwù","","7","organism","living creature, life form, biological, CL:個|个[ge4]"
"生效","shēngxiào","","7","to take effect","to go into effect"
"生硬","shēngyìng","","7","stiff","harsh"
"生育","shēngyù","","7","to bear","to give birth, to grow, to rear, to bring up (children), fertility"
"生殖","shēngzhí","","7","to reproduce","to flourish"
"升遷","shēngqiān","","7","promote","promotion"
"升值","shēngzhí","","7","to rise in value","to appreciate"
"聲稱","shēngchēng","","7","to claim","to state, to proclaim, to assert"
"聲明","shēngmíng","","7","to state","to declare, statement, declaration, CL:項|项[xiang4],份[fen4]"
"聲勢","shēngshì","","7","fame and power","prestige, influence, impetus, momentum"
"省事","shěngshì","","7","to simplify matters","to save trouble, to handle administrative work"
"盛情","shèngqíng","","7","great kindness","magnificent hospitality"
"盛行","shèngxíng","","7","to be in vogue","to be prevalent"
"盛裝","shèngzhuāng","","7","(of a receptacle etc) to contain","splendid clothes, rich attire, one's Sunday best"
"勝地","shèngdì","","7","well-known scenic spot",""
"聖賢","shèngxián","","7","a sage","wise and holy man, virtuous ruler, Buddhist lama, wine"
"失靈","shīlíng","","7","out of order (of machine)","not working properly, a failing (of a system)"
"失落","shīluò","","7","to lose (sth)","to drop (sth), to feel a sense of loss, frustrated, disappointment, loss"
"失明","shīmíng","","7","to lose one's eyesight","to become blind, blindness"
"失事","shīshì","","7","(of a plane, ship etc) to have an accident (plane crash, shipwreck, vehicle collision etc)","to mess things up"
"失手","shīshǒu","","7","a slip","miscalculation, unwise move, accidentally, by mistake, to lose control, to be defeated"
"失蹤","shīzōng","","7","to be missing","to disappear, unaccounted for"
"師範","shīfàn","","7","teacher-training","pedagogical, normal (school, e.g. Beijing Normal University)"
"施肥","shīféi","","7","to spread manure","to apply fertilizer"
"施行","shīxíng","","7","to put in place","to put into practice, to take effect"
"屍體","shītǐ","","7","dead body","corpse, carcass, CL:具[ju4]"
"石膏","shígāo","","7","gypsum CaSO4·2(H2O)","plaster, plaster cast (for a broken bone)"
"十足","shízú","","7","ample","complete, hundred percent, a pure shade (of some color)"
"時差","shíchā","","7","time difference","time lag, jet lag"
"時光","shíguāng","","7","time","era, period of time"
"時節","shíjié","","7","season","time"
"時髦","shímáo","","7","in vogue","fashionable"
"時效","shíxiào","","7","effectiveness for a given period of time","prescription (law), aging (metallurgy)"
"實地","shídì","","7","on-site",""
"實踐","shíjiàn","","7","practice","to put into practice, to live up to (a promise), to carry out (a project)"
"實況","shíkuàng","","7","live (e.g. broadcast or recording)","what is actually happening, scene, the real situation"
"實例","shílì","","7","an actual example","living example, an illustration, a demonstration"
"實習","shíxí","","7","to practice","field work, to intern, internship"
"實證","shízhèng","","7","actual proof","concrete evidence, empirical"
"實質","shízhí","","7","substance","essence"
"屎","shǐ","","7","stool","feces, ear wax, nasal mucus"
"史料","shǐliào","","7","historical material or data",""
"使喚","shǐhuàn","","7","to order sb about","to use sb"
"使節","shǐjié","","7","(diplomatic) envoy",""
"使勁","shǐjìng","","7","to exert all one's strength",""
"使命","shǐmìng","","7","mission (diplomatic or other)","set task"
"士兵","shìbīng","","7","soldier","CL:個|个[ge4]"
"仕女","shìnǚ","","7","court lady","palace maid, traditional painting of beautiful women"
"示範","shìfàn","","7","to demonstrate","to show how to do sth, demonstration, a model example"
"市面","shìmiàn","","7","market",""
"市容","shìróng","","7","appearance of a city",""
"世代","shìdài","","7","for many generations","generation, era, age"
"世間","shìjiān","","7","world","earth"
"世事","shìshì","","7","affairs of life","things of the world"
"試卷","shìjuàn","","7","examination paper","test paper, CL:份[fen4],張|张[zhang1]"
"試圖","shìtú","","7","to attempt","to try"
"逝世","shìshì","","7","to pass away","to die"
"勢必","shìbì","","7","to be bound to","undoubtedly will"
"事故","shìgù","","7","accident","CL:樁|桩[zhuang1],起[qi3],次[ci4]"
"事變","shìbiàn","","7","incident","unforeseen event, events (in general)"
"事態","shìtài","","7","situation","existing state of affairs"
"事務","shìwù","","7","(political, economic etc) affairs","work, transaction (as in a computer database)"
"事宜","shìyí","","7","matters","arrangements"
"釋放","shìfàng","","7","to release","to set free, to liberate (a prisoner), to discharge"
"嗜好","shìhào","","7","hobby","indulgence, habit, addiction"
"視為","shìwéi","","7","to view as","to see as, to consider to be, to deem"
"室友","shìyǒu","","7","roommate",""
"適宜","shìyí","","7","suitable","appropriate"
"適中","shìzhōng","","7","moderate","reasonable, conveniently situated"
"收藏","shōucáng","","7","to hoard","to collect, collection, to bookmark (Internet)"
"收費","shōufèi","","7","to charge a fee",""
"收集","shōují","","7","to gather","to collect"
"收買","shōumǎi","","7","to purchase","to bribe"
"收縮","shōusuō","","7","to pull back","to shrink, to contract, (physiology) systole"
"收聽","shōutīng","","7","to listen to (a radio broadcast)",""
"收益","shōuyì","","7","earnings","profit"
"手冊","shǒucè","","7","manual","handbook"
"手槍","shǒuqiāng","","7","pistol","CL:把[ba3]"
"手勢","shǒushì","","7","gesture","sign, signal"
"守護","shǒuhù","","7","to guard","to protect"
"首府","shǒufǔ","","7","capital city of an autonomous region",""
"首領","shǒulǐng","","7","head","boss, chief"
"首席","shǒuxí","","7","chief (representative, correspondent etc)",""
"首飾","shǒushì","","7","jewelry","head ornament"
"首長","shǒuzhǎng","","7","senior official",""
"受害","shòuhài","","7","to suffer damage, injury etc","damaged, injured, killed, robbed"
"受訓","shòuxùn","","7","to receive training",""
"售貨員","shòuhuòyuán","","7","salesperson","CL:個|个[ge4]"
"授課","shòukè","","7","to teach","to give lessons"
"狩獵","shòuliè","","7","to hunt","hunting"
"壽星","shòuxīng","","7","god of longevity","elderly person whose birthday is being celebrated"
"疏導","shūdǎo","","7","to dredge","to open up a path for, to remove obstructions, to clear the way, to enlighten, persuasion"
"疏散","shūsàn","","7","to scatter","to disperse, to evacuate, scattered, to relax"
"梳","shū","","7","a comb","to comb"
"書本","shūběn","","7","book","CL:本[ben3]"
"書面","shūmiàn","","7","in writing","written"
"書寫","shūxiě","","7","to write",""
"舒暢","shūchàng","","7","happy","entirely free from worry"
"舒展","shūzhǎn","","7","to roll out","to extend, to smooth out, to unfold"
"輸血","shūxiě","","7","to transfuse blood","to give aid and support"
"束縛","shùfú","","7","to bind","to restrict, to tie, to commit, fetters"
"樹苗","shùmiáo","","7","sapling",""
"數據","shùjù","","7","data","numbers, digital"
"霜","shuāng","","7","frost","white powder or cream spread over a surface, frosting, (skin) cream"
"雙重","shuāngchóng","","7","double",""
"雙打","shuāngdǎ","","7","doubles (in sports)","CL:場|场[chang3]"
"爽快","shuǎngkuài","","7","refreshed","rejuvenated, frank and straightforward"
"水道","shuǐdào","","7","aqueduct","sewer"
"水稻","shuǐdào","","7","rice","paddy, CL:株[zhu1]"
"水晶","shuǐjīng","","7","crystal",""
"水庫","shuǐkù","","7","reservoir","CL:座[zuo4]"
"水力","shuǐlì","","7","hydraulic power",""
"水泥","shuǐní","","7","cement","CL:袋[dai4]"
"水源","shuǐyuán","","7","water source","water supply, headwaters of a river"
"水蒸氣","shuǐzhēngqì","","7","vapor",""
"睡眠","shuìmián","","7","sleep","to sleep, (computing) to enter sleep mode"
"順從","shùncóng","","7","obedient","to comply, to submit, to defer"
"順應","shùnyìng","","7","to comply","to conform to, in tune with, adapting to, to adjust to"
"瞬間","shùnjiān","","7","in an instant","in a flash"
"說謊","shuōhuǎng","","7","to lie","to tell an untruth"
"說笑","shuōxiào","","7","to chat and laugh","to crack jokes, to banter"
